,Image_ID,class,xmin,ymin,width,height,xc_yolo,yc_yolo,width_yolo,height_yolo
40,ID_0CXLC2N5,fruit_woodiness,216.0,70.5,192.5,258.5,0.60986328125,0.39013671875,0.3759765625,0.5048828125
41,ID_0CY1QTWS,fruit_healthy,142.0,138.5,280.5,232.5,0.55126953125,0.49755859375,0.5478515625,0.4541015625
42,ID_0DMO6F68,fruit_woodiness,133.0,192.5,236.5,190.0,0.49072265625,0.5615234375,0.4619140625,0.37109375
43,ID_0EPVFVTF,fruit_healthy,113.0,180.5,252.0,190.5,0.466796875,0.53857421875,0.4921875,0.3720703125
44,ID_0F7W3N7K,fruit_brownspot,64.5,134.5,241.5,203.0,0.36181640625,0.4609375,0.4716796875,0.396484375
45,ID_0FNZJF6B,fruit_brownspot,312.0,242.5,101.5,84.0,0.70849609375,0.5556640625,0.1982421875,0.1640625
46,ID_0FP6JEZQ,fruit_healthy,412.5,125.0,98.0,121.5,0.9013671875,0.36279296875,0.19140625,0.2373046875
47,ID_0FP6JEZQ,fruit_healthy,157.5,123.5,255.0,214.0,0.556640625,0.4501953125,0.498046875,0.41796875
48,ID_0GBCSTHR,fruit_healthy,26.5,129.5,313.5,276.0,0.35791015625,0.5224609375,0.6123046875,0.5390625
49,ID_0GBCSTHR,fruit_healthy,0.0,107.0,40.0,127.0,0.0390625,0.3330078125,0.078125,0.248046875
50,ID_0H3KHKRV,fruit_healthy,92.5,178.5,250.5,195.0,0.42529296875,0.5390625,0.4892578125,0.380859375
51,ID_0H68C2ZJ,fruit_woodiness,154.0,175.5,208.0,113.5,0.50390625,0.45361328125,0.40625,0.2216796875
52,ID_0HUIQ8FI,fruit_healthy,91.0,164.0,318.5,232.5,0.48876953125,0.54736328125,0.6220703125,0.4541015625
53,ID_0HWBQ5O5,fruit_healthy,14.5,118.0,323.0,271.5,0.34375,0.49560546875,0.630859375,0.5302734375
54,ID_0J2DOODF,fruit_healthy,83.5,217.5,240.5,189.0,0.39794921875,0.609375,0.4697265625,0.369140625
55,ID_0JAK8QSJ,fruit_healthy,153.0,197.5,275.0,226.0,0.5673828125,0.6064453125,0.537109375,0.44140625
56,ID_0JOUSB83,fruit_healthy,80.5,135.5,318.5,255.5,0.46826171875,0.51416015625,0.6220703125,0.4990234375
57,ID_0JOUSB83,fruit_healthy,210.0,0.0,192.0,79.0,0.59765625,0.0771484375,0.375,0.154296875
58,ID_0JOUSB83,fruit_healthy,0.0,366.0,203.5,146.0,0.19873046875,0.857421875,0.3974609375,0.28515625
59,ID_0KYI1FGP,fruit_woodiness,177.0,148.0,203.0,297.5,0.5439453125,0.57958984375,0.396484375,0.5810546875
60,ID_0LMJ61A2,fruit_woodiness,133.5,127.5,232.0,268.5,0.4873046875,0.51123046875,0.453125,0.5244140625
61,ID_0LO14LKW,fruit_healthy,106.5,206.0,230.5,193.0,0.43310546875,0.5908203125,0.4501953125,0.376953125
62,ID_0LZMACHS,fruit_brownspot,219.5,155.0,201.0,157.0,0.625,0.4560546875,0.392578125,0.306640625
63,ID_0NJZTSMZ,fruit_brownspot,49.5,136.0,414.5,328.0,0.50146484375,0.5859375,0.8095703125,0.640625
64,ID_0NYVMY7R,fruit_healthy,114.0,150.5,288.5,217.0,0.50439453125,0.505859375,0.5634765625,0.423828125
65,ID_0O0ENHRD,fruit_healthy,158.0,189.0,258.0,207.5,0.560546875,0.57177734375,0.50390625,0.4052734375
66,ID_0OK0ZGEJ,fruit_healthy,229.5,201.0,106.5,105.0,0.55224609375,0.4951171875,0.2080078125,0.205078125
67,ID_0OK0ZGEJ,fruit_healthy,134.0,219.5,156.5,125.5,0.41455078125,0.55126953125,0.3056640625,0.2451171875
68,ID_0ONXVO0U,fruit_healthy,103.0,147.0,239.0,189.0,0.4345703125,0.4716796875,0.466796875,0.369140625
69,ID_0PDBN2WB,fruit_healthy,99.5,145.5,297.0,220.0,0.484375,0.4990234375,0.580078125,0.4296875
70,ID_0PDBN2WB,fruit_healthy,0.0,0.0,177.0,225.5,0.1728515625,0.22021484375,0.345703125,0.4404296875
71,ID_0PDBN2WB,fruit_healthy,439.5,118.0,72.5,219.0,0.92919921875,0.4443359375,0.1416015625,0.427734375
72,ID_0QTDR6JA,fruit_brownspot,129.5,150.5,253.0,152.0,0.5,0.4423828125,0.494140625,0.296875
73,ID_0RBF0NUX,fruit_brownspot,182.0,234.0,166.5,82.5,0.51806640625,0.53759765625,0.3251953125,0.1611328125
74,ID_0RTEJ69Z,fruit_woodiness,158.0,170.5,226.5,184.0,0.52978515625,0.5126953125,0.4423828125,0.359375
75,ID_0RYW3APB,fruit_healthy,87.0,132.5,321.0,251.0,0.4833984375,0.50390625,0.626953125,0.490234375
76,ID_0S1J1BX0,fruit_woodiness,141.5,128.0,145.0,188.5,0.41796875,0.43408203125,0.283203125,0.3681640625
77,ID_0S642DXA,fruit_woodiness,155.0,216.5,205.0,174.5,0.5029296875,0.59326171875,0.400390625,0.3408203125
78,ID_0SZ8CX5Z,fruit_brownspot,158.5,152.0,208.0,250.5,0.5126953125,0.54150390625,0.40625,0.4892578125
79,ID_0TOSPSKI,fruit_brownspot,148.5,99.0,179.0,216.5,0.46484375,0.40478515625,0.349609375,0.4228515625
80,ID_0U323BJY,fruit_brownspot,166.5,90.5,304.0,228.0,0.6220703125,0.3994140625,0.59375,0.4453125
81,ID_0U323BJY,fruit_brownspot,328.0,0.0,144.0,68.0,0.78125,0.06640625,0.28125,0.1328125
82,ID_0U7IM2K7,fruit_healthy,414.0,224.5,98.0,137.0,0.904296875,0.572265625,0.19140625,0.267578125
83,ID_0U7IM2K7,fruit_healthy,120.0,200.0,300.0,225.0,0.52734375,0.6103515625,0.5859375,0.439453125
84,ID_0VEO3MWG,fruit_woodiness,4.5,160.0,364.0,259.5,0.3642578125,0.56591796875,0.7109375,0.5068359375
85,ID_0VM4L0BV,fruit_woodiness,47.0,167.0,335.0,237.5,0.4189453125,0.55810546875,0.654296875,0.4638671875
86,ID_0VWM4W9V,fruit_woodiness,52.0,122.0,213.5,287.0,0.31005859375,0.5185546875,0.4169921875,0.560546875
87,ID_0VWM4W9V,fruit_woodiness,335.0,192.5,150.0,208.0,0.80078125,0.5791015625,0.29296875,0.40625
88,ID_0WI80UEN,fruit_woodiness,25.5,172.5,187.5,154.5,0.23291015625,0.48779296875,0.3662109375,0.3017578125
89,ID_0WS2L54F,fruit_healthy,42.5,151.5,336.0,275.5,0.4111328125,0.56494140625,0.65625,0.5380859375
90,ID_0X0QGVK3,fruit_woodiness,33.0,4.0,82.0,65.5,0.14453125,0.07177734375,0.16015625,0.1279296875
91,ID_0X0QGVK3,fruit_woodiness,143.5,210.0,186.0,135.0,0.4619140625,0.5419921875,0.36328125,0.263671875
92,ID_0XK8FIU7,fruit_brownspot,72.0,114.5,281.5,251.0,0.41552734375,0.46875,0.5498046875,0.490234375
93,ID_0XL4GFEG,fruit_brownspot,0.0,88.0,290.5,286.0,0.28369140625,0.451171875,0.5673828125,0.55859375
94,ID_0Y8I7N0K,fruit_healthy,69.5,155.5,303.0,244.0,0.431640625,0.5419921875,0.591796875,0.4765625
95,ID_0Y8I7N0K,fruit_healthy,339.5,343.0,124.0,104.5,0.7841796875,0.77197265625,0.2421875,0.2041015625
96,ID_0YOHMRCG,fruit_woodiness,171.0,161.0,240.5,202.5,0.56884765625,0.51220703125,0.4697265625,0.3955078125
97,ID_10FHV8KR,fruit_brownspot,87.5,128.5,303.0,220.0,0.466796875,0.4658203125,0.591796875,0.4296875
98,ID_10NJ9FTJ,fruit_healthy,85.0,138.5,240.0,218.5,0.400390625,0.48388671875,0.46875,0.4267578125
99,ID_10NJ9FTJ,fruit_healthy,86.0,330.0,88.5,73.0,0.25439453125,0.7158203125,0.1728515625,0.142578125
100,ID_10UELAXU,fruit_healthy,353.0,230.0,136.0,110.0,0.822265625,0.556640625,0.265625,0.21484375
101,ID_10UELAXU,fruit_healthy,94.0,137.0,261.0,213.0,0.4384765625,0.4755859375,0.509765625,0.416015625
102,ID_11MA23BO,fruit_healthy,86.0,134.0,302.0,269.0,0.462890625,0.5244140625,0.58984375,0.525390625
103,ID_12KGCZGT,fruit_woodiness,189.5,48.5,271.5,370.0,0.63525390625,0.4560546875,0.5302734375,0.72265625
104,ID_12KXY85J,fruit_brownspot,0.0,1.0,358.5,277.5,0.35009765625,0.27294921875,0.7001953125,0.5419921875
105,ID_12NUBJO7,fruit_woodiness,62.5,201.0,226.0,160.5,0.3427734375,0.54931640625,0.44140625,0.3134765625
106,ID_130UKKIQ,fruit_woodiness,202.5,236.5,222.5,182.0,0.61279296875,0.6396484375,0.4345703125,0.35546875
107,ID_137V5ZGA,fruit_healthy,113.0,192.5,258.5,204.0,0.47314453125,0.5751953125,0.5048828125,0.3984375
108,ID_13DOIJXI,fruit_healthy,363.0,331.5,49.5,46.0,0.75732421875,0.6923828125,0.0966796875,0.08984375
109,ID_13DOIJXI,fruit_healthy,431.0,308.0,54.5,44.0,0.89501953125,0.64453125,0.1064453125,0.0859375
110,ID_13DOIJXI,fruit_healthy,122.5,217.0,219.5,182.5,0.45361328125,0.60205078125,0.4287109375,0.3564453125
111,ID_13DOIJXI,fruit_healthy,238.0,441.5,118.5,70.5,0.58056640625,0.93115234375,0.2314453125,0.1376953125
112,ID_13KLHZ84,fruit_healthy,105.5,145.5,255.0,211.0,0.455078125,0.490234375,0.498046875,0.412109375
113,ID_13RO29TQ,fruit_healthy,55.5,128.5,286.5,237.0,0.38818359375,0.482421875,0.5595703125,0.462890625
114,ID_13S0X1B7,fruit_healthy,89.5,160.5,244.5,186.5,0.41357421875,0.49560546875,0.4775390625,0.3642578125
115,ID_14WJ2G5F,fruit_healthy,2.5,159.0,182.0,171.0,0.1826171875,0.4775390625,0.35546875,0.333984375
116,ID_14WJ2G5F,fruit_healthy,96.0,173.5,274.0,225.5,0.455078125,0.55908203125,0.53515625,0.4404296875
117,ID_14XDYDIZ,fruit_woodiness,88.0,194.5,180.5,146.0,0.34814453125,0.5224609375,0.3525390625,0.28515625
118,ID_1556EWHZ,fruit_healthy,49.5,160.5,280.5,214.5,0.37060546875,0.52294921875,0.5478515625,0.4189453125
119,ID_155F7V9D,fruit_healthy,124.0,165.0,285.0,238.0,0.5205078125,0.5546875,0.556640625,0.46484375
120,ID_159F8L4G,fruit_woodiness,182.5,96.5,197.5,254.5,0.54931640625,0.43701171875,0.3857421875,0.4970703125
121,ID_15I17L8O,fruit_woodiness,123.0,189.5,242.5,322.5,0.47705078125,0.68505859375,0.4736328125,0.6298828125
122,ID_15NA5PT4,fruit_healthy,64.5,163.0,268.5,224.0,0.38818359375,0.537109375,0.5244140625,0.4375
123,ID_15NA5PT4,fruit_healthy,18.5,76.5,90.5,74.0,0.12451171875,0.2216796875,0.1767578125,0.14453125
124,ID_1683INT6,fruit_woodiness,163.5,260.5,165.0,123.0,0.48046875,0.62890625,0.322265625,0.240234375
125,ID_16NU2S2G,fruit_healthy,126.5,217.0,242.5,215.0,0.48388671875,0.6337890625,0.4736328125,0.419921875
126,ID_18B7GZ7X,fruit_healthy,86.5,120.0,325.0,274.5,0.486328125,0.50244140625,0.634765625,0.5361328125
127,ID_18I4OXJC,fruit_woodiness,236.0,193.5,230.0,284.0,0.685546875,0.6552734375,0.44921875,0.5546875
128,ID_18JZHIGV,fruit_woodiness,182.5,118.0,329.5,239.5,0.67822265625,0.46435546875,0.6435546875,0.4677734375
129,ID_18K75Z5R,fruit_woodiness,204.5,110.5,158.5,213.5,0.55419921875,0.42431640625,0.3095703125,0.4169921875
130,ID_18K75Z5R,fruit_woodiness,321.0,260.5,115.0,152.5,0.7392578125,0.65771484375,0.224609375,0.2978515625
131,ID_1925W2TG,fruit_brownspot,239.5,102.5,249.0,295.5,0.7109375,0.48876953125,0.486328125,0.5771484375
132,ID_19Q70DH0,fruit_healthy,137.0,210.0,270.5,224.5,0.53173828125,0.62939453125,0.5283203125,0.4384765625
133,ID_1A3M5B3O,fruit_brownspot,61.0,117.5,346.0,279.5,0.45703125,0.50244140625,0.67578125,0.5458984375
134,ID_1AIDFP93,fruit_brownspot,49.5,264.0,261.0,149.5,0.3515625,0.66162109375,0.509765625,0.2919921875
135,ID_1ASKO79S,fruit_woodiness,201.5,124.0,171.0,232.5,0.560546875,0.46923828125,0.333984375,0.4541015625
136,ID_1AY9J44D,fruit_healthy,80.0,260.5,262.0,221.5,0.412109375,0.72509765625,0.51171875,0.4326171875
137,ID_1B7BG67C,fruit_brownspot,178.5,173.5,189.5,144.0,0.53369140625,0.4794921875,0.3701171875,0.28125
138,ID_1B9Y5BWW,fruit_woodiness,0.0,118.0,223.5,249.0,0.21826171875,0.4736328125,0.4365234375,0.486328125
139,ID_1CEUOSGT,fruit_woodiness,234.0,22.0,203.0,282.0,0.6552734375,0.318359375,0.396484375,0.55078125
140,ID_1CEUOSGT,fruit_woodiness,373.5,335.5,92.5,128.0,0.81982421875,0.7802734375,0.1806640625,0.25
141,ID_1CHA3ARZ,fruit_brownspot,77.5,132.5,335.0,183.0,0.478515625,0.4375,0.654296875,0.357421875
142,ID_1EPW80PA,fruit_brownspot,0.0,150.5,332.0,229.5,0.32421875,0.51806640625,0.6484375,0.4482421875
143,ID_1FUN5QO7,fruit_healthy,95.5,138.0,244.0,214.0,0.4248046875,0.478515625,0.4765625,0.41796875
144,ID_1GKLPEE0,fruit_healthy,113.0,172.5,287.5,253.5,0.50146484375,0.58447265625,0.5615234375,0.4951171875
145,ID_1H8XOHZ9,fruit_brownspot,56.5,141.0,286.5,248.0,0.39013671875,0.517578125,0.5595703125,0.484375
146,ID_1HHF5LHI,fruit_healthy,92.5,22.0,153.5,122.5,0.33056640625,0.16259765625,0.2998046875,0.2392578125
147,ID_1HHF5LHI,fruit_healthy,393.0,364.0,93.5,79.0,0.85888671875,0.7880859375,0.1826171875,0.154296875
148,ID_1HHF5LHI,fruit_healthy,306.0,305.5,100.5,91.5,0.69580078125,0.68603515625,0.1962890625,0.1787109375
149,ID_1HHF5LHI,fruit_healthy,130.0,246.0,198.5,162.0,0.44775390625,0.638671875,0.3876953125,0.31640625
150,ID_1HIE2XYE,fruit_healthy,36.5,94.5,324.0,251.5,0.3876953125,0.43017578125,0.6328125,0.4912109375
151,ID_1HIE2XYE,fruit_healthy,341.0,314.0,121.5,104.5,0.78466796875,0.71533203125,0.2373046875,0.2041015625
152,ID_1HTFY0PN,fruit_healthy,124.0,195.0,234.0,206.0,0.470703125,0.58203125,0.45703125,0.40234375
153,ID_1HTFY0PN,fruit_healthy,243.0,319.0,211.0,170.0,0.6806640625,0.7890625,0.412109375,0.33203125
154,ID_1I0XAT8J,fruit_woodiness,44.5,74.5,254.5,213.5,0.33544921875,0.35400390625,0.4970703125,0.4169921875
155,ID_1I43PAA9,fruit_healthy,79.0,147.0,373.5,289.5,0.51904296875,0.56982421875,0.7294921875,0.5654296875
156,ID_1IB219OR,fruit_healthy,137.5,170.0,222.0,182.0,0.4853515625,0.509765625,0.43359375,0.35546875
157,ID_1IB219OR,fruit_healthy,0.0,0.0,242.0,179.5,0.236328125,0.17529296875,0.47265625,0.3505859375
158,ID_1IB219OR,fruit_healthy,180.0,379.0,220.0,133.0,0.56640625,0.8701171875,0.4296875,0.259765625
159,ID_1IPHLY2G,fruit_healthy,52.0,138.5,337.5,275.5,0.43115234375,0.53955078125,0.6591796875,0.5380859375
160,ID_1JA4EE71,fruit_woodiness,343.5,322.5,76.5,105.5,0.74560546875,0.73291015625,0.1494140625,0.2060546875
161,ID_1JA4EE71,fruit_woodiness,36.0,347.0,163.5,165.0,0.22998046875,0.8388671875,0.3193359375,0.322265625
162,ID_1JA4EE71,fruit_woodiness,0.0,422.5,67.0,89.5,0.0654296875,0.91259765625,0.130859375,0.1748046875
163,ID_1JA4EE71,fruit_woodiness,185.5,69.5,190.5,264.0,0.54833984375,0.3935546875,0.3720703125,0.515625
164,ID_1JHZ6RXA,fruit_brownspot,81.0,234.0,339.5,237.5,0.48974609375,0.68896484375,0.6630859375,0.4638671875
165,ID_1JTBEMWD,fruit_brownspot,176.0,107.0,298.5,260.0,0.63525390625,0.462890625,0.5830078125,0.5078125
166,ID_1JTBEMWD,fruit_brownspot,0.0,151.5,85.0,202.5,0.0830078125,0.49365234375,0.166015625,0.3955078125
167,ID_1LAKNH3S,fruit_woodiness,48.0,200.0,280.5,236.5,0.36767578125,0.62158203125,0.5478515625,0.4619140625
168,ID_1LPMU7LL,fruit_brownspot,152.0,172.0,296.5,219.0,0.58642578125,0.5498046875,0.5791015625,0.427734375
169,ID_1O2FP4YU,fruit_brownspot,76.5,163.5,284.0,236.0,0.4267578125,0.5498046875,0.5546875,0.4609375
170,ID_1OPNPBQE,fruit_brownspot,48.5,144.5,264.0,215.0,0.3525390625,0.4921875,0.515625,0.419921875
171,ID_1OR9OFJE,fruit_healthy,57.5,120.0,332.0,250.0,0.4365234375,0.478515625,0.6484375,0.48828125
172,ID_1OXALX7H,fruit_woodiness,240.0,137.5,144.5,196.0,0.60986328125,0.4599609375,0.2822265625,0.3828125
173,ID_1P9Q5HHU,fruit_woodiness,119.5,108.5,269.0,372.0,0.49609375,0.5751953125,0.525390625,0.7265625
174,ID_1PVZCA10,fruit_woodiness,15.0,251.0,223.0,179.0,0.2470703125,0.6650390625,0.435546875,0.349609375
175,ID_1PW5GBQA,fruit_woodiness,142.5,198.5,219.5,274.5,0.49267578125,0.65576171875,0.4287109375,0.5361328125
176,ID_1Q62A808,fruit_healthy,128.0,130.5,324.5,263.5,0.56689453125,0.51220703125,0.6337890625,0.5146484375
177,ID_1Q62A808,fruit_healthy,391.5,0.0,120.5,61.0,0.88232421875,0.0595703125,0.2353515625,0.119140625
178,ID_1Q62A808,fruit_healthy,444.0,164.0,68.0,157.5,0.93359375,0.47412109375,0.1328125,0.3076171875
179,ID_1QJTM8EK,fruit_brownspot,122.5,56.0,261.5,360.0,0.49462890625,0.4609375,0.5107421875,0.703125
180,ID_1QPWFMMJ,fruit_brownspot,67.0,49.0,302.5,259.5,0.42626953125,0.34912109375,0.5908203125,0.5068359375
181,ID_1R3NVCMF,fruit_healthy,426.0,166.5,86.0,150.0,0.916015625,0.4716796875,0.16796875,0.29296875
182,ID_1R3NVCMF,fruit_healthy,127.5,131.0,301.0,241.5,0.54296875,0.49169921875,0.587890625,0.4716796875
183,ID_1RXMI4BZ,fruit_brownspot,49.5,37.5,292.0,230.5,0.3818359375,0.29833984375,0.5703125,0.4501953125
184,ID_1S28GL3A,fruit_brownspot,70.0,49.0,296.0,247.0,0.42578125,0.3369140625,0.578125,0.482421875
185,ID_1S6Z5XTQ,fruit_woodiness,226.5,70.5,285.5,379.5,0.72119140625,0.50830078125,0.5576171875,0.7412109375
186,ID_1SK27OUD,fruit_brownspot,252.0,105.5,221.5,208.0,0.70849609375,0.4091796875,0.4326171875,0.40625
187,ID_1SNGD5AJ,fruit_woodiness,161.5,251.5,197.5,220.5,0.50830078125,0.70654296875,0.3857421875,0.4306640625
188,ID_1SNGD5AJ,fruit_woodiness,430.5,296.5,46.5,75.5,0.88623046875,0.65283203125,0.0908203125,0.1474609375
189,ID_1TIQTDG7,fruit_woodiness,33.0,167.0,256.5,203.0,0.31494140625,0.5244140625,0.5009765625,0.396484375
190,ID_1TIQTDG7,fruit_woodiness,97.5,418.5,124.0,93.5,0.3115234375,0.90869140625,0.2421875,0.1826171875
191,ID_1TJA8V5E,fruit_healthy,256.0,162.5,137.0,125.0,0.6337890625,0.439453125,0.267578125,0.244140625
192,ID_1TJA8V5E,fruit_healthy,303.5,63.0,122.5,87.5,0.71240234375,0.20849609375,0.2392578125,0.1708984375
193,ID_1TJA8V5E,fruit_healthy,63.0,195.5,260.0,214.5,0.376953125,0.59130859375,0.5078125,0.4189453125
194,ID_1TJA8V5E,fruit_healthy,242.5,132.0,121.5,79.0,0.59228515625,0.3349609375,0.2373046875,0.154296875
195,ID_1TRGVSOQ,fruit_woodiness,233.0,158.5,195.5,255.5,0.64599609375,0.55908203125,0.3818359375,0.4990234375
196,ID_1UMJ5PH5,fruit_brownspot,0.0,175.0,57.5,150.0,0.05615234375,0.48828125,0.1123046875,0.29296875
197,ID_1UMJ5PH5,fruit_brownspot,150.5,95.5,308.5,244.5,0.59521484375,0.42529296875,0.6025390625,0.4775390625
198,ID_1UNUW01K,fruit_healthy,123.5,1.0,175.0,137.0,0.412109375,0.1357421875,0.341796875,0.267578125
199,ID_1UNUW01K,fruit_healthy,109.5,212.5,204.5,164.5,0.41357421875,0.57568359375,0.3994140625,0.3212890625
200,ID_1UWEGMG3,fruit_healthy,106.5,273.0,205.0,166.5,0.408203125,0.69580078125,0.400390625,0.3251953125
201,ID_1UWEGMG3,fruit_healthy,75.5,306.0,95.5,117.5,0.24072265625,0.71240234375,0.1865234375,0.2294921875
202,ID_1V75KS83,fruit_healthy,130.0,161.5,263.0,214.5,0.5107421875,0.52490234375,0.513671875,0.4189453125
203,ID_1V75KS83,fruit_healthy,380.0,174.5,132.0,137.0,0.87109375,0.474609375,0.2578125,0.267578125
204,ID_1V75KS83,fruit_healthy,299.5,0.0,212.5,98.5,0.79248046875,0.09619140625,0.4150390625,0.1923828125
205,ID_1VFT1JZ4,fruit_woodiness,274.0,158.5,227.0,240.0,0.7568359375,0.5439453125,0.443359375,0.46875
206,ID_1VLS0LOL,fruit_woodiness,258.0,109.5,131.5,195.5,0.63232421875,0.40478515625,0.2568359375,0.3818359375
207,ID_1W1Z1QIX,fruit_brownspot,95.0,110.5,225.5,192.0,0.40576171875,0.4033203125,0.4404296875,0.375
208,ID_1W4RTQDL,fruit_healthy,65.5,141.0,281.5,235.0,0.40283203125,0.5048828125,0.5498046875,0.458984375
209,ID_1WK27C39,fruit_healthy,130.0,279.0,110.5,103.0,0.36181640625,0.6455078125,0.2158203125,0.201171875
210,ID_1WK27C39,fruit_healthy,166.0,229.5,184.5,147.5,0.50439453125,0.59228515625,0.3603515625,0.2880859375
211,ID_1XA2LAB1,fruit_woodiness,199.5,213.0,202.5,238.5,0.58740234375,0.64892578125,0.3955078125,0.4658203125
212,ID_1XA8NPXU,fruit_brownspot,97.0,216.5,235.0,181.5,0.4189453125,0.60009765625,0.458984375,0.3544921875
213,ID_1Y4IVHC3,fruit_brownspot,165.5,98.5,206.5,280.0,0.52490234375,0.4658203125,0.4033203125,0.546875
214,ID_1ZR8Q5ZC,fruit_woodiness,41.5,116.5,265.0,218.0,0.33984375,0.4404296875,0.517578125,0.42578125
215,ID_209W33VR,fruit_healthy,86.0,143.0,257.5,212.5,0.41943359375,0.48681640625,0.5029296875,0.4150390625
